USS0015C16S,31-01-1985,46.76,-115.3,1914.1,-10.1
CA003074320,19-06-1973,55.7167,-116.95,623,20.6
KE000063820,26-09-1981,-4.033,39.617,55,28
USC00030150,21-10-1909,34.2467,-93.4392,160.3,30
USW00024144,13-07-1940,46.6056,-111.9636,1166.8,33.3
CA005041530,16-06-1972,50.4,-98.55,250,20
USC00057296,23-08-2004,40.7022,-105.7106,2347,21.1
USW00013984,07-12-1917,39.5514,-97.6508,447.8,-7.2
RSM00031235,23-11-1985,55.33,134.5,318,-14.6
USC00408873,29-04-1922,36.4167,-83.55,406,16.7
USC00292030,28-08-1937,35.4072,-104.1906,1293.6,36.7
CA006158875,04-02-2001,44.1167,-77.5333,86,0.3
USC00451484,04-02-1916,48.9672,-122.3292,19.5,-2.2
USC00451484,17-02-1916,48.9672,-122.3292,19.5,13.9
USC00398307,11-04-1928,45.4283,-101.0764,662.3,8.3
CA001108446,11-09-1968,49.3,-123.1167,3,16.7
USC00451484,01-02-1916,48.9672,-122.3292,19.5,-5.6
USC00053592,27-06-1954,39.8789,-106.3333,2359.2,28.9
USC00410923,20-05-1984,33.6403,-96.1661,180.4,26.1
USC00242347,26-01-1965,47.3181,-109.9372,1100.3,0.6
AUM00011155,07-05-1985,47.817,13.717,1620.1,7.9
USC00465875,23-08-1989,37.9892,-80.68,975.4,26.1
CA003074320,14-06-1973,55.7167,-116.95,623,20.6
CA001036570,20-12-1934,50.5333,-127.65,3,7.8
USC00473214,08-06-1947,43.7667,-89.3,235,22.2
RSM00034240,13-09-1926,50.8,42,110,21.1
USW00012928,04-01-1985,27.5,-97.8167,17.1,16.7
USC00251684,04-10-2016,40.5208,-98.0536,545,26.1
GMM00010253,09-04-1986,52.967,11.133,17,3.6
CA003074320,15-06-1973,55.7167,-116.95,623,12.2
CA001036570,15-12-1934,50.5333,-127.65,3,7.8
USS0015C16S,16-01-1985,46.76,-115.3,1914.1,-5.9
USC00251684,31-10-2016,40.5208,-98.0536,545,23.9
USC00465875,04-08-1989,37.9892,-80.68,975.4,27.2
CA005041530,04-06-1972,50.4,-98.55,250,25.6
USC00375110,14-12-1903,41.4333,-71.4667,6.7,-2.8
USC00053592,23-06-1954,39.8789,-106.3333,2359.2,34.4
USC00242827,05-03-1994,48.8978,-115.0644,771.8,10
CA001108446,26-09-1968,49.3,-123.1167,3,16.1
USC00057296,25-08-2004,40.7022,-105.7106,2347,19.4
USW00024144,28-07-1940,46.6056,-111.9636,1166.8,24.4
USW00024144,22-07-1940,46.6056,-111.9636,1166.8,34.4
CA008103050,09-04-2007,48.0167,-64.5,4,1.7
USC00410923,06-05-1984,33.6403,-96.1661,180.4,32.2
SWE00136405,01-03-1993,60.48,15.43,140,-1.4
AUM00011155,01-05-1985,47.817,13.717,1620.1,2.4
USW00014891,11-06-1951,40.8203,-82.5178,394.7,21.7
USC00205073,31-10-1980,45.9511,-86.2514,182.9,10.6
USC00451484,08-02-1916,48.9672,-122.3292,19.5,-2.2
USC00026865,13-11-1926,33.665,-114.2272,266.7,23.3
CA001108446,09-09-1968,49.3,-123.1167,3,22.8
FI000007501,03-12-1913,67.3678,26.6328,179,-10
USC00251684,26-10-2016,40.5208,-98.0536,545,27.2
CA001141455,01-11-2004,49.3,-117.6333,496,0.8
USC00026865,27-11-1926,33.665,-114.2272,266.7,24.4
CA001108446,16-09-1968,49.3,-123.1167,3,13.9
CA005041530,18-06-1972,50.4,-98.55,250,22.8
USC00053592,21-06-1954,39.8789,-106.3333,2359.2,29.4
CA001036570,07-12-1934,50.5333,-127.65,3,5
JA000047402,30-03-1976,44.933,142.583,8,0.5
USC00451484,23-02-1916,48.9672,-122.3292,19.5,10.6
SWE00136405,09-03-1993,60.48,15.43,140,5.2
CA001096458,19-07-1996,54.05,-122.7333,762,16
USW00014717,14-08-1951,43.2333,-75.4,158.2,29.4
MX000007169,03-02-1973,17.3,-92.32,1350,12
CA001096458,28-07-1996,54.05,-122.7333,762,29
USC00053592,16-06-1954,39.8789,-106.3333,2359.2,25.6
CA008206000,18-03-1938,45.3667,-63.3,24,1.7
FI000007501,18-12-1913,67.3678,26.6328,179,-2.5
SWE00136405,04-03-1993,60.48,15.43,140,1.7
USC00164674,11-06-2016,29.9592,-91.7108,6.1,31.1
CA001096458,20-07-1996,54.05,-122.7333,762,14
SAM00040362,20-04-2004,29.626,43.491,449.3,31.9
USC00390701,06-04-1961,45.5286,-102.465,847.3,8.3
